route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-GT,20251014,20251014-GT-3879,KI - Kitchener GO,,0,14P,UNKI,1,2,
08251125-LW,20251014,20251014-LW-1860,LW - Union Station,,1,19A,HAUN,1,2,
08251125-ST,20251014,20251014-ST-7129,ST - Union Station,,1,60P,UNLI,1,1,
08251125-ST,20251014,20251014-ST-7418,ST - Mount Joy GO,,0,67A,UNMJ,1,1,
08251125-LW,20251014,20251014-LW-1325,LW - Oakville GO,,0,14P,UNOA,1,2,
08251125-ST,20251014,20251014-ST-7421,ST - Union Station,,1,61A,MJUN,1,1,
08251125-LWNF,20251014,20251014-LW-1977,LW - Niagara Falls GO,,0,20A,UNNI,1,2,
08251125-GT,20251014,20251014-GT-3962,KI - Union Station,,1,57A,KIUN,1,1,
08251125-LE,20251014,20251014-LE-9041,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251014,20251014-LW-1308,LW - Union Station,,1,16A,OAUN,1,2,
08251125-LE,20251014,20251014-LE-9322,LE - Durham College Oshawa GO,,0,22A,UNOS,1,2,
08251125-LW,20251014,20251014-LW-1016,LW - Union Station,,1,28A,ALUN,1,1,
08251125-LE,20251014,20251014-LE-9221,LE - Union Station,,1,28A,OSUN,1,1,
08251125-GT,20251014,20251014-GT-3937,KI - Guelph Central GO,,0,57P,UNGL,1,1,
08251125-BR,20251014,20251014-BR-6331,BR - Aurora GO,,0,06P,UNAD,1,1,
08251125-LW,20251014,20251014-LW-X1987,LW - Niagara Falls GO,,0,04P,UNNI,1,1,
08251125-LW,20251014,20251014-LW-1731,LW - West Harbour GO,,0,26A,UNWR,1,1,
08251125-LE,20251014,20251014-LE-9207,LE - Union Station,,1,23A,OSUN,1,2,
08251125-GT,20251014,20251014-GT-3207,KI - Bramalea GO,,0,45A,UNBE,1,1,
08251125-MI,20251014,20251014-MI-2716,MI - Union Station,,1,34A,MLUN,1,2,
08251125-LE,20251014,20251014-LE-9035,LE - Union Station,,1,19P,OSUN,1,1,
08251125-LW,20251014,20251014-LW-1873,LW - Hamilton GO Centre,,0,11A,UNHA,1,2,
08251125-GT,20251014,20251014-GT-3516,KI - Union Station,,1,50A,MOUN,1,1,
08251125-LW,20251014,20251014-LW-1736,LW - Union Station,,1,26A,WRUN,1,1,
08251125-BR,20251014,20251014-BR-6911,BR - Allandale Waterfront GO,,0,30P,UNAD,1,1,
08251125-GT,20251014,20251014-GT-3024,KI - Union Station,,1,33P,BEUN,1,1,
08251125-ST,20251014,20251014-ST-7640,ST - Old Elm GO,,0,44P,UNLI,1,1,
08251125-LE,20251014,20251014-LE-9330,LE - Durham College Oshawa GO,,0,59P,UNOS,1,1,
08251125-GT,20251014,20251014-GT-3923,KI - Kitchener GO,,0,46P,UNKI,1,2,
08251125-ST,20251014,20251014-ST-7416,ST - Mount Joy GO,,0,61A,UNMJ,1,1,
08251125-LW,20251014,20251014-LW-1035,LW - Aldershot GO,,0,19P,UNAL,1,1,
08251125-BR,20251014,20251014-BR-6936,BR - Union Station,,1,43P,ADUN,1,1,
08251125-GT,20251014,20251014-GT-3521,KI - Mount Pleasant GO,,0,09P,UNMO,1,1,
08251125-LE,20251014,20251014-LE-9316,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-ST,20251014,20251014-ST-7430,ST - Mount Joy GO,,0,50A,UNMJ,1,1,
08251125-LE,20251014,20251014-LE-9008,LE - Durham College Oshawa GO,,0,07A,UNOS,1,1,
08251125-GT,20251014,20251014-GT-3008,KI - Union Station,,1,44A,BEUN,1,2,
08251125-LE,20251013,20251013-LE-9231,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LE,20251013,20251013-LE-9217,LE - Union Station,,1,22A,OSUN,1,1,
08251125-BR,20251013,20251013-BR-6627,BR - Allandale Waterfront GO,,0,24P,UNAD,1,2,
08251125-LW,20251013,20251013-LW-1026,LW - Union Station,,1,26A,ALUN,1,1,
08251125-LW,20251013,20251013-LW-1009,LW - Aldershot GO,,0,25A,UNAL,1,1,
08251125-LE,20251013,20251013-LE-9307,LE - Union Station,,1,24A,OSUN,1,2,
08251125-ST,20251013,20251013-ST-7713,ST - Union Station,,1,50A,LIUN,1,1,
08251125-ST,20251013,20251013-ST-7425,ST - Union Station,,1,35P,MJUN,1,1,
08251125-LE,20251013,20251013-LE-9118,LE - Durham College Oshawa GO,,0,11A,UNOS,1,1,
08251125-GT,20251013,20251013-GT-3012,KI - Union Station,,1,01A,BEUN,1,1,
08251125-GT,20251013,20251013-GT-3858,KI - Union Station,,1,55A,KIUN,1,2,
08251125-GT,20251013,20251013-GT-3034,KI - Union Station,,1,53P,BEUN,1,1,
08251125-GT,20251013,20251013-GT-3531,KI - Mount Pleasant GO,,0,04P,UNMO,1,1,
08251125-LW,20251013,20251013-LW-1012,LW - Union Station,,1,22A,ALUN,1,1,
08251125-GT,20251013,20251013-GT-3018,KI - Union Station,,1,07A,BEUN,1,1,
08251125-LW,20251013,20251013-LW-1858,LW - Union Station,,1,18A,HAUN,1,2,
08251125-LW,20251013,20251013-LW-1007,LW - Aldershot GO,,0,22A,UNAL,1,1,
08251125-LW,20251013,20251013-LW-1732,LW - Union Station,,1,38P,WRUN,1,1,
08251125-BR,20251013,20251013-BR-6316,BR - Union Station,,1,57A,AUUN,1,1,
08251125-ST,20251013,20251013-ST-7419,ST - Union Station,,1,68A,MJUN,1,1,
08251125-GT,20251013,20251013-GT-3212,KI - Union Station,,1,12A,BEUN,1,1,
08251125-GT,20251013,20251013-GT-3033,KI - Bramalea GO,,0,56P,UNBE,1,1,
08251125-RH,20251013,20251013-RH-5325,RH - Bloomington GO,,0,41P,UNBM,1,2,
08251125-LE,20251013,20251013-LE-9116,LE - Durham College Oshawa GO,,0,28A,UNOS,1,1,
08251125-GT,20251013,20251013-GT-3879,KI - Kitchener GO,,0,14P,UNKI,1,2,
08251125-LW,20251013,20251013-LW-1860,LW - Union Station,,1,19A,HAUN,1,2,
08251125-ST,20251013,20251013-ST-7129,ST - Union Station,,1,60P,UIUN,1,1,
08251125-ST,20251013,20251013-ST-7418,ST - Mount Joy GO,,0,67A,UNMJ,1,1,
08251125-LW,20251013,20251013-LW-1325,LW - Oakville GO,,0,14P,UNOA,1,2,
08251125-ST,20251013,20251013-ST-7421,ST - Union Station,,1,61A,MJUN,1,1,
08251125-LW,20251013,20251013-LW-1977,LW - Niagara Falls GO,,0,20A,UNNI,1,2,
08251125-GT,20251013,20251013-GT-3962,KI - Union Station,,1,57A,KIUN,1,1,
08251125-LE,20251013,20251013-LE-9041,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251013,20251013-LW-1308,LW - Union Station,,1,16A,OAUN,1,2,
08251125-LE,20251013,20251013-LE-9322,LE - Durham College Oshawa GO,,0,22A,UNOS,1,2,
08251125-LW,20251013,20251013-LW-1016,LW - Union Station,,1,28A,ALUN,1,1,
08251125-LE,20251013,20251013-LE-9221,LE - Union Station,,1,28A,OSUN,1,1,
08251125-GT,20251013,20251013-GT-3937,KI - Guelph Central GO,,0,57P,UNGL,1,1,
08251125-BR,20251013,20251013-BR-6331,BR - Aurora GO,,0,06P,UNAU,1,1,
08251125-LW,20251013,20251013-LW-X1987,LW - Niagara Falls GO,,0,04P,UNNI,1,1,
08251125-LW,20251013,20251013-LW-1731,LW - West Harbour GO,,0,26A,UNWR,1,1,
08251125-LE,20251013,20251013-LE-9207,LE - Union Station,,1,23A,OSUN,1,2,
08251125-GT,20251013,20251013-GT-3207,KI - Bramalea GO,,0,45A,UNBE,1,1,
08251125-MI,20251013,20251013-MI-2716,MI - Union Station,,1,34A,MLUN,1,2,
08251125-LE,20251013,20251013-LE-9035,LE - Union Station,,1,19P,OSUN,1,1,
08251125-LW,20251013,20251013-LW-1873,LW - Hamilton GO Centre,,0,11A,UNHA,1,2,
08251125-GT,20251013,20251013-GT-3516,KI - Union Station,,1,50A,MOUN,1,1,
08251125-LW,20251013,20251013-LW-1736,LW - Union Station,,1,26A,WRUN,1,1,
08251125-BR,20251013,20251013-BR-6911,BR - Allandale Waterfront GO,,0,30P,UNAD,1,1,
08251125-GT,20251013,20251013-GT-3024,KI - Union Station,,1,33P,BEUN,1,1,
08251125-ST,20251013,20251013-ST-7640,ST - Old Elm GO,,0,44P,UNLI,1,1,
08251125-LE,20251013,20251013-LE-9330,LE - Durham College Oshawa GO,,0,59P,UNOS,1,1,
08251125-GT,20251013,20251013-GT-3923,KI - Kitchener GO,,0,46P,UNKI,1,2,
08251125-ST,20251013,20251013-ST-7416,ST - Mount Joy GO,,0,61A,UNMJ,1,1,
08251125-LW,20251013,20251013-LW-1035,LW - Aldershot GO,,0,19P,UNAL,1,1,
08251125-BR,20251013,20251013-BR-6936,BR - Union Station,,1,43P,ADUN,1,1,
08251125-GT,20251013,20251013-GT-3521,KI - Mount Pleasant GO,,0,09P,UNMO,1,1,
08251125-LE,20251013,20251013-LE-9316,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-ST,20251013,20251013-ST-7430,ST - Mount Joy GO,,0,50A,UNMJ,1,1,
08251125-LE,20251013,20251013-LE-9008,LE - Durham College Oshawa GO,,0,07A,UNOS,1,1,
08251125-GT,20251013,20251013-GT-3008,KI - Union Station,,1,44A,BEUN,1,2,
08251125-LE,20251006,20251006-LE-9112,LE - Durham College Oshawa GO,,0,22A,UNOS,1,1,
08251125-LE,20251006,20251006-LE-9215,LE - Union Station,,1,20A,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3958,KI - Union Station,,1,58A,KIUN,1,2,
08251125-LW,20251006,20251006-LW-1777,LW - West Harbour GO,,0,59P,UNWR,1,2,
08251125-LE,20251006,20251006-LE-9021,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LW,20251006,20251006-LW-1077,LW - Aldershot GO,,0,05P,UNAL,1,2,
08251125-LE,20251006,20251006-LE-9239,LE - Union Station,,1,22A,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3037,KI - Bramalea GO,,0,63P,UNBE,1,1,
08251125-BR,20251006,20251006-BR-6322,BR - Union Station,,1,50A,AUUN,1,1,
08251125-RH,20251006,20251006-RH-5008,RH - Union Station,,1,41A,BMUN,1,2,
08251125-BR,20251006,20251006-BR-6908,BR - Union Station,,1,66A,ADUN,1,2,
08251125-ST,20251006,20251006-ST-7824,ST - Old Elm GO,,0,09P,UNLI,1,2,
08251125-GT,20251006,20251006-GT-3533,KI - Mount Pleasant GO,,0,57P,UNMO,1,1,
08251125-LW,20251006,20251006-LW-1722,LW - Union Station,,1,22A,WRUN,1,1,
08251125-ST,20251006,20251006-ST-7707,ST - Union Station,,1,45A,LIUN,1,2,
08251125-GT,20251006,20251006-GT-3539,KI - Mount Pleasant GO,,0,66P,UNMO,1,1,
08251125-GT,20251006,20251006-GT-3023,KI - Bramalea GO,,0,65P,UNBE,1,1,
08251125-LE,20251006,20251006-LE-9224,LE - Durham College Oshawa GO,,0,17P,UNOS,1,2,
08251125-GT,20251006,20251006-GT-3534,KI - Union Station,,1,04P,MOUN,1,1,
08251125-ST,20251006,20251006-ST-7437,ST - Union Station,,1,68P,MJUN,1,1,
08251125-LW,20251006,20251006-LW-1031,LW - Aldershot GO,,0,25A,UNAL,1,1,
08251125-LW,20251006,20251006-LW-1877,LW - Hamilton GO Centre,,0,16A,UNHA,1,2,
08251125-LW,20251006,20251006-LW-1726,LW - Union Station,,1,28A,WRUN,1,1,
08251125-GT,20251006,20251006-GT-3038,KI - Union Station,,1,44P,BEUN,1,1,
08251125-LE,20251006,20251006-LE-9320,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
08251125-ST,20251006,20251006-ST-7420,ST - Mount Joy GO,,0,35P,UNMJ,1,1,
08251125-LW,20251006,20251006-LW-1715,LW - West Harbour GO,,0,20A,UNWR,1,1,
08251125-GT,20251006,20251006-GT-3040,KI - Union Station,,1,63P,BEUN,1,1,
08251125-LW,20251006,20251006-LW-1972,LW - Union Station,,1,06A,NIUN,1,1,
08251125-LE,20251006,20251006-LE-9011,LE - Union Station,,1,28A,OSUN,1,2,
08251125-LW,20251006,20251006-LW-1258,LW - Union Station,,1,20A,ALUN,1,2,
08251125-LE,20251006,20251006-LE-9205,LE - Union Station,,1,21A,OSUN,1,2,
08251125-GT,20251006,20251006-GT-3205,KI - Bramalea GO,,0,44A,UNBE,1,1,
08251125-ST,20251006,20251006-ST-7638,ST - Old Elm GO,,0,43P,UNLI,1,1,
08251125-GT,20251006,20251006-GT-3806,KI - Union Station,,1,53A,KIUN,1,2,
08251125-MI,20251006,20251006-MI-2714,MI - Union Station,,1,33A,MLUN,1,2,
08251125-LE,20251006,20251006-LE-9206,LE - Durham College Oshawa GO,,0,11A,UNOS,1,1,
08251125-GT,20251006,20251006-GT-3206,KI - Union Station,,1,06A,MAUN,1,2,
08251125-LE,20251006,20251006-LE-9229,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251006,20251006-LW-1854,LW - Union Station,,1,16A,HAUN,1,2,
08251125-LW,20251006,20251006-LW-1734,LW - Union Station,,1,23A,WRUN,1,1,
08251125-ST,20251006,20251006-ST-7433,ST - Union Station,,1,63P,MJUN,1,1,
08251125-MI,20251006,20251006-MI-2726,MI - Union Station,,1,39A,MLUN,1,1,
08251125-LW,20251006,20251006-LW-1125,LW - Oakville GO,,0,01P,UNOA,1,2,
08251125-LW,20251006,20251006-LW-1712,LW - Union Station,,1,23A,WRUN,1,1,
08251125-ST,20251006,20251006-ST-7909,ST - Union Station,,1,48A,LIUN,1,2,
08251125-LW,20251006,20251006-LW-1034,LW - Union Station,,1,22A,ALUN,1,1,
08251125-LW,20251006,20251006-LW-1108,LW - Union Station,,1,07A,OAUN,1,2,
08251125-ST,20251006,20251006-ST-7439,ST - Union Station,,1,66P,MJUN,1,1,
08251125-LE,20251006,20251006-LE-9338,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
08251125-GT,20251006,20251006-GT-3529,KI - Mount Pleasant GO,,0,60P,UNMO,1,1,
08251125-ST,20251006,20251006-ST-7711,ST - Union Station,,1,49A,LIUN,1,2,
08251125-RH,20251006,20251006-RH-5329,RH - Bloomington GO,,0,44P,UNBM,1,1,
08251125-MI,20251006,20251006-MI-2731,MI - Milton GO,,0,42P,UNML,1,2,
08251125-LW,20251006,20251006-LW-1021,LW - Aldershot GO,,0,26A,UNAL,1,1,
08251125-GT,20251006,20251006-GT-3036,KI - Union Station,,1,56P,BEUN,1,1,
08251125-GT,20251006,20251006-GT-3924,KI - Union Station,,1,52P,KIUN,1,1,
08251125-GT,20251006,20251006-GT-3875,KI - Kitchener GO,,0,33P,UNKI,1,2,
08251125-LE,20251006,20251006-LE-9130,LE - Durham College Oshawa GO,,0,35P,UNOS,1,1,
08251125-LE,20251006,20251006-LE-9324,LE - Durham College Oshawa GO,,0,25A,UNOS,1,2,
08251125-LE,20251006,20251006-LE-9033,LE - Union Station,,1,28A,OSUN,1,1,
08251125-LW,20251006,20251006-LW-1711,LW - West Harbour GO,,0,03A,UNWR,1,1,
08251125-GT,20251006,20251006-GT-3227,KI - Bramalea GO,,0,06P,UNBE,1,2,
08251125-ST,20251006,20251006-ST-7705,ST - Union Station,,1,44A,LIUN,1,1,
08251125-LE,20251006,20251006-LE-9015,LE - Union Station,,1,16A,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3015,KI - Bramalea GO,,0,07A,UNBE,1,1,
08251125-BR,20251006,20251006-BR-6825,BR - Allandale Waterfront GO,,0,47P,UNAD,1,2,
08251125-MI,20251006,20251006-MI-2710,MI - Union Station,,1,31A,MLUN,1,2,
08251125-LE,20251006,20251006-LE-9039,LE - Union Station,,1,38P,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3022,KI - Union Station,,1,55P,BEUN,1,1,
08251125-LW,20251006,20251006-LW-1716,LW - Union Station,,1,03A,WRUN,1,1,
08251125-LW,20251006,20251006-LW-1030,LW - Union Station,,1,35P,ALUN,1,1,
08251125-LW,20251006,20251006-LW-1033,LW - Aldershot GO,,0,28A,UNAL,1,1,
08251125-GT,20251006,20251006-GT-3911,KI - Kitchener GO,,0,49A,UNKI,1,1,
08251125-LE,20251006,20251006-LE-9310,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-ST,20251006,20251006-ST-7436,ST - Mount Joy GO,,0,50A,UNMJ,1,1,
08251125-LW,20251006,20251006-LW-1730,LW - Union Station,,1,59P,WRUN,1,1,
08251125-LW,20251006,20251006-LW-1015,LW - Aldershot GO,,0,16A,UNAL,1,1,
08251125-GT,20251006,20251006-GT-3975,KI - Kitchener GO,,0,34P,UNKI,1,2,
08251125-LW,20251006,20251006-LW-1705,LW - West Harbour GO,,0,21A,UNWR,1,1,
08251125-LW,20251006,20251006-LW-1879,LW - Hamilton GO Centre,,0,21A,UNHA,1,2,
08251125-GT,20251006,20251006-GT-3936,KI - Union Station,,1,14P,KIUN,1,1,
08251125-GT,20251006,20251006-GT-3028,KI - Union Station,,1,50A,BEUN,1,1,
08251125-BR,20251006,20251006-BR-6329,BR - Aurora GO,,0,66P,UNAU,1,1,
08251125-LW,20251006,20251006-LW-1310,LW - Union Station,,1,17A,OAUN,1,2,
08251125-GT,20251006,20251006-GT-3210,KI - Union Station,,1,24A,BEUN,1,1,
08251125-LW,20251006,20251006-LW-1775,LW - West Harbour GO,,0,19P,UNWR,1,2,
08251125-LE,20251006,20251006-LE-9023,LE - Union Station,,1,03A,OSUN,1,1,
08251125-BR,20251006,20251006-BR-6923,BR - Allandale Waterfront GO,,0,58P,UNAD,1,2,
08251125-LE,20251006,20251006-LE-9005,LE - Union Station,,1,20A,OSUN,1,1,
08251125-BR,20251006,20251006-BR-6318,BR - Union Station,,1,33P,AUUN,1,1,
08251125-BR,20251006,20251006-BR-6521,BR - Bradford GO,,0,61A,UNBD,1,1,
08251125-LW,20251006,20251006-LW-1758,LW - Union Station,,1,15A,WRUN,1,2,
08251125-MI,20251006,20251006-MI-2741,MI - Milton GO,,0,10P,UNML,1,2,
08251125-LE,20251006,20251006-LE-9029,LE - Union Station,,1,22A,OSUN,1,1,
08251125-LW,20251006,20251006-LW-1023,LW - Aldershot GO,,0,03A,UNAL,1,1,
08251125-LW,20251006,20251006-LW-1020,LW - Union Station,,1,16A,ALUN,1,1,
08251125-LW,20251006,20251006-LW-1005,LW - Aldershot GO,,0,20A,UNAL,1,1,
08251125-ST,20251006,20251006-ST-7826,ST - Old Elm GO,,0,48P,UNLI,1,2,
08251125-LW,20251006,20251006-LW-1720,LW - Union Station,,1,20A,WRUN,1,1,
08251125-LE,20251006,20251006-LE-9237,LE - Union Station,,1,05P,OSUN,1,1,
08251125-BR,20251006,20251006-BR-6608,BR - Union Station,,1,64A,ADUN,1,2,
08251125-MI,20251006,20251006-MI-2739,MI - Milton GO,,0,08P,UNML,1,2,
08251125-LW,20251006,20251006-LW-1029,LW - Aldershot GO,,0,22A,UNAL,1,2,
08251125-LW,20251006,20251006-LW-1237,LW - Aldershot GO,,0,14P,UNAL,1,1,
08251125-LE,20251006,20251006-LE-9138,LE - Durham College Oshawa GO,,0,28A,UNOS,1,1,
08251125-LE,20251006,20251006-LE-9209,LE - Union Station,,1,26A,OSUN,1,2,
08251125-GT,20251006,20251006-GT-3209,KI - Bramalea GO,,0,01A,UNBE,1,1,
08251125-GT,20251006,20251006-GT-3014,KI - Union Station,,1,24A,MAUN,1,1,
08251125-LW,20251006,20251006-LW-1719,LW - West Harbour GO,,0,25A,UNWR,1,1,
08251125-LW,20251006,20251006-LW-1714,LW - Union Station,,1,26A,WRUN,1,1,
08251125-LW,20251006,20251006-LW-1032,LW - Union Station,,1,05P,ALUN,1,1,
08251125-LW,20251006,20251006-LW-1014,LW - Union Station,,1,25A,ALUN,1,1,
08251125-LE,20251006,20251006-LE-9223,LE - Union Station,,1,11A,OSUN,1,1,
08251125-MI,20251006,20251006-MI-2718,MI - Union Station,,1,35A,MLUN,1,2,
08251125-GT,20251006,20251006-GT-3977,KI - Kitchener GO,,0,01P,UNKI,1,2,
08251125-GT,20251006,20251006-GT-3860,KI - Union Station,,1,59A,KIUN,1,2,
08251125-MI,20251006,20251006-MI-2720,MI - Union Station,,1,36A,MLUN,1,2,
08251125-LE,20251006,20251006-LE-9609,LE - Union Station,,1,27A,WHUN,1,2,
08251125-LE,20251006,20251006-LE-9136,LE - Durham College Oshawa GO,,0,25A,UNOS,1,1,
08251125-GT,20251006,20251006-GT-3035,KI - Bramalea GO,,0,44P,UNBE,1,1,
08251125-LW,20251006,20251006-LW-1323,LW - Oakville GO,,0,55P,UNOA,1,2,
08251125-LW,20251006,20251006-LW-1110,LW - Union Station,,1,14A,OAUN,1,2,
08251125-LE,20251006,20251006-LE-9019,LE - Union Station,,1,23A,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3019,KI - Bramalea GO,,0,55P,UNBE,1,1,
08251125-LW,20251006,20251006-LW-1856,LW - Union Station,,1,17A,HAUN,1,2,
08251125-LE,20251006,20251006-LE-9109,LE - Union Station,,1,01A,OSUN,1,2,
08251125-LW,20251006,20251006-LW-1013,LW - Aldershot GO,,0,11A,UNAL,1,1,
08251125-BR,20251006,20251006-BR-6806,BR - Union Station,,1,63A,ADUN,1,2,
08251125-LW,20251006,20251006-LW-1256,LW - Union Station,,1,04A,ALUN,1,2,
08251125-MI,20251006,20251006-MI-2727,MI - Milton GO,,0,12P,UNML,1,2,
08251125-ST,20251006,20251006-ST-7709,ST - Union Station,,1,47A,LIUN,1,2,
08251125-LW,20251006,20251006-LW-1710,LW - Union Station,,1,21A,WRUN,1,1,
08251125-RH,20251006,20251006-RH-5010,RH - Union Station,,1,43A,BMUN,1,2,
08251125-BR,20251006,20251006-BR-6937,BR - Allandale Waterfront GO,,0,68P,UNAD,1,1,
08251125-LW,20251006,20251006-LW-1036,LW - Union Station,,1,25A,ALUN,1,1,
08251125-GT,20251006,20251006-GT-3917,KI - Kitchener GO,,0,52P,UNKI,1,1,
08251125-LE,20251006,20251006-LE-9227,LE - Union Station,,1,21A,OSUN,1,1,
08251125-LW,20251006,20251006-LW-1019,LW - Aldershot GO,,0,23A,UNAL,1,1,
08251125-GT,20251006,20251006-GT-3230,KI - Union Station,,1,56P,BEUN,1,1,
08251125-GT,20251006,20251006-GT-3704,KI - Union Station,,1,51A,GEUN,1,2,
08251125-ST,20251006,20251006-ST-7435,ST - Union Station,,1,50A,MJUN,1,1,
08251125-LE,20251006,20251006-LE-9128,LE - Durham College Oshawa GO,,0,03A,UNOS,1,2,
08251125-LW,20251006,20251006-LW-1709,LW - West Harbour GO,,0,26A,UNWR,1,1,
08251125-LW,20251006,20251006-LW-1875,LW - Hamilton GO Centre,,0,15P,UNHA,1,2,
08251125-ST,20251006,20251006-ST-7622,ST - Old Elm GO,,0,30P,UNLI,1,1,
08251125-LE,20251006,20251006-LE-9004,LE - Durham College Oshawa GO,,0,01A,UNOS,1,1,
08251125-LW,20251006,20251006-LW-1704,LW - Union Station,,1,12A,WRUN,1,2,
08251125-LE,20251006,20251006-LE-9213,LE - Union Station,,1,07A,OSUN,1,1,
08251125-LE,20251006,20251006-LE-9336,LE - Durham College Oshawa GO,,0,26A,UNOS,1,1,
08251125-ST,20251006,20251006-ST-7410,ST - Mount Joy GO,,0,58A,UNMJ,1,1,
08251125-LW,20251006,20251006-LW-1022,LW - Union Station,,1,21A,ALUN,1,1,
08251125-GT,20251006,20251006-GT-3877,KI - Kitchener GO,,0,65P,UNKI,1,2,
08251125-LW,20251006,20251006-LW-1004,LW - Union Station,,1,01A,ALUN,1,1,
08251125-LE,20251006,20251006-LE-9132,LE - Durham College Oshawa GO,,0,05P,UNOS,1,1,
08251125-MI,20251006,20251006-MI-2749,MI - Milton GO,,0,07A,UNML,1,1,
08251125-LE,20251006,20251006-LE-9235,LE - Union Station,,1,35P,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3031,KI - Bramalea GO,,0,53P,UNBE,1,1,
08251125-RH,20251006,20251006-RH-5327,RH - Bloomington GO,,0,40P,UNBM,1,2,
08251125-LE,20251006,20251006-LE-9114,LE - Durham College Oshawa GO,,0,25A,UNOS,1,1,
08251125-LW,20251006,20251006-LW-1028,LW - Union Station,,1,03A,ALUN,1,1,
08251125-BR,20251006,20251006-BR-6606,BR - Union Station,,1,62A,ADUN,1,2,
08251125-MI,20251006,20251006-MI-2737,MI - Milton GO,,0,27P,UNML,1,2,
08251125-LE,20251006,20251006-LE-9017,LE - Union Station,,1,21A,OSUN,1,1,
08251125-GT,20251006,20251006-GT-3017,KI - Bramalea GO,,0,09P,UNBE,1,1,
08251125-GT,20251006,20251006-GT-3030,KI - Union Station,,1,06P,BEUN,1,1,
08251125-LW,20251006,20251006-LW-1728,LW - Union Station,,1,19P,WRUN,1,1,
08251125-LW,20251006,20251006-LW-1327,LW - Oakville GO,,0,04P,UNOA,1,2,
08251125-GT,20251006,20251006-GT-3960,KI - Union Station,,1,56A,KIUN,1,1,
08251125-LE,20251006,20251006-LE-9208,LE - Durham College Oshawa GO,,0,16A,UNOS,1,1,
08251125-GT,20251006,20251006-GT-3208,KI - Union Station,,1,10A,BEUN,1,2,
08251125-RH,20251006,20251006-RH-5208,RH - Union Station,,1,42A,BMUN,1,2,
08251125-GT,20251006,20251006-GT-3513,KI - Mount Pleasant GO,,0,50A,UNMO,1,1,
08251125-LW,20251006,20251006-LW-1717,LW - West Harbour GO,,0,22A,UNWR,1,1,
08251125-LW,20251006,20251006-LW-1017,LW - Aldershot GO,,0,21A,UNAL,1,1,
08251125-GT,20251006,20251006-GT-3935,KI - Kitchener GO,,0,53P,UNKI,1,1,
08251125-BR,20251006,20251006-BR-6333,BR - Aurora GO,,0,60P,UNAU,1,1,
08251125-MI,20251006,20251006-MI-2723,MI - Milton GO,,0,67A,UNML,1,2,
08251125-BR,20251006,20251006-BR-6919,BR - Allandale Waterfront GO,,0,49A,UNAD,1,1,
08251125-BR,20251006,20251006-BR-6315,BR - Aurora GO,,0,33P,UNAU,1,1,
08251125-GT,20251006,20251006-GT-3519,KI - Mount Pleasant GO,,0,07A,UNMO,1,1,
08251125-LE,20251006,20251006-LE-9126,LE - Durham College Oshawa GO,,0,26A,UNOS,1,2,
08251125-GT,20251006,20251006-GT-3025,KI - Bramalea GO,,0,50A,UNBE,1,2,
08251125-LW,20251006,20251006-LW-1961,LW - Niagara Falls GO,,0,06A,UNNI,1,1,
08251125-GT,20251006,20251006-GT-3514,KI - Union Station,,1,52P,MOUN,1,1,
08251125-ST,20251006,20251006-ST-7417,ST - Union Station,,1,67A,MJUN,1,1,
08251125-ST,20251006,20251006-ST-7624,ST - Old Elm GO,,0,13P,UNLI,1,2,
08251125-ST,20251006,20251006-ST-7907,ST - Union Station,,1,46A,LIUN,1,2,
08251125-BR,20251006,20251006-BR-6912,BR - Union Station,,1,68A,ADUN,1,1,
08251125-LE,20251006,20251006-LE-9009,LE - Union Station,,1,25A,OSUN,1,2,
08251125-GT,20251006,20251006-GT-3009,KI - Bramalea GO,,0,24A,UNBE,1,1,
08251125-LE,20251006,20251006-LE-9332,LE - Durham College Oshawa GO,,0,38P,UNOS,1,1,
08251125-LE,20251006,20251006-LE-9026,LE - Durham College Oshawa GO,,0,55P,UNOS,1,2,
08251125-LE,20251006,20251006-LE-9231,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LE,20251006,20251006-LE-9217,LE - Union Station,,1,22A,OSUN,1,1,
08251125-BR,20251006,20251006-BR-6627,BR - Allandale Waterfront GO,,0,24P,UNAD,1,2,
08251125-LW,20251006,20251006-LW-1026,LW - Union Station,,1,26A,ALUN,1,1,
