route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
UP,20260222,20260222-4341,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4340,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4339,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4338,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4337,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4336,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4335,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4334,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4333,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4332,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4331,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4330,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4329,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4328,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4327,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4326,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4325,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4324,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4323,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4322,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4321,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4320,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4319,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4318,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4317,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4316,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4315,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4314,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4313,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4312,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4311,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4310,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4309,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4308,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4307,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4306,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4305,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4304,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4241,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4240,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4239,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4238,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4237,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4236,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4235,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4234,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4233,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4232,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4231,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4230,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4229,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4228,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4227,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4226,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4225,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4224,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4223,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4222,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4221,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4220,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4219,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4218,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4217,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4216,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4215,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4214,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4213,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4212,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4211,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4210,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4209,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4208,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4207,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4206,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4205,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4142,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4141,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4140,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4139,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4138,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4137,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4136,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4135,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4134,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4133,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4132,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4131,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4130,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4129,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4128,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4127,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4126,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4125,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4124,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4123,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4122,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4121,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4120,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4119,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4118,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4117,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4116,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4115,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4114,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4113,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4112,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4111,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4110,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4109,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4108,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4107,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4106,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4105,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4043,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4042,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4041,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4040,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4039,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4038,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4037,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4036,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4035,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4034,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4033,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4032,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4031,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4030,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4029,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4028,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4027,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4026,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4025,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4024,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4023,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4022,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4021,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4020,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4019,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4018,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4017,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4016,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4015,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260222,20260222-4014,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260222,20260222-4013,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260222,20260222-4012,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260222,20260222-4011,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260222,20260222-4010,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260222,20260222-4009,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260222,20260222-4008,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260222,20260222-4007,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260222,20260222-4006,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260222,20260222-4005,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4341,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4340,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4339,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4338,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4337,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4336,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4335,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4334,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4333,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4332,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4331,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4330,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4329,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4328,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4327,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4326,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4325,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4324,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4323,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4322,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4321,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4320,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4319,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4318,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4317,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4316,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4315,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4314,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4313,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4312,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4311,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4310,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4309,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4308,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4307,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4306,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4305,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4304,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4241,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4240,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4239,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4238,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4237,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4236,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4235,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4234,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4233,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4232,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4231,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4230,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4229,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4228,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4227,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4226,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4225,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4224,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4223,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4222,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4221,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4220,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4219,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4218,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4217,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4216,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4215,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4214,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4213,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4212,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4211,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4210,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4209,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4208,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4207,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4206,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4205,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4142,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4141,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4140,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4139,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4138,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4137,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4136,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4135,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4134,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4133,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4132,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4131,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4130,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4129,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4128,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4127,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4126,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4125,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4124,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4123,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4122,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4121,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4120,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4119,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4118,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4117,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4116,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4115,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4114,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4113,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4112,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4111,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4110,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4109,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4108,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4107,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4106,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4105,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4043,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4042,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4041,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4040,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4039,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4038,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4037,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4036,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4035,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4034,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4033,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4032,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4031,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4030,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4029,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4028,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4027,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4026,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4025,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4024,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4023,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4022,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4021,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4020,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4019,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4018,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4017,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4016,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4015,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260221,20260221-4014,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260221,20260221-4013,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260221,20260221-4012,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260221,20260221-4011,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260221,20260221-4010,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260221,20260221-4009,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260221,20260221-4008,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260221,20260221-4007,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260221,20260221-4006,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260221,20260221-4005,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4341,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4340,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260220,20260220-4339,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4338,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260220,20260220-4337,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260220,20260220-4336,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260220,20260220-4335,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260220,20260220-4334,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260220,20260220-4333,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260220,20260220-4332,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260220,20260220-4331,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4330,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260220,20260220-4329,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4328,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260220,20260220-4327,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260220,20260220-4326,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260220,20260220-4325,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260220,20260220-4324,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260220,20260220-4323,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260220,20260220-4322,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260220,20260220-4321,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4320,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260220,20260220-4319,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4318,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260220,20260220-4317,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260220,20260220-4316,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260220,20260220-4315,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260220,20260220-4314,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260220,20260220-4313,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260220,20260220-4312,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260220,20260220-4311,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4310,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260220,20260220-4309,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4308,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260220,20260220-4307,UP Express Pearson Airport,0,UP03,UNPA,1,2
UP,20260220,20260220-4306,UP Express Union Station,1,UP04,PAUN,1,2
UP,20260220,20260220-4305,UP Express Pearson Airport,0,UP04,UNPA,1,2
UP,20260220,20260220-4304,UP Express Union Station,1,UP05,PAUN,1,2
UP,20260220,20260220-4303,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260220,20260220-4302,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260220,20260220-4301,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4241,UP Express Pearson Airport,0,UP05,UNPA,1,2
UP,20260220,20260220-4240,UP Express Union Station,1,UP01,PAUN,1,2
UP,20260220,20260220-4239,UP Express Pearson Airport,0,UP01,UNPA,1,2
UP,20260220,20260220-4238,UP Express Union Station,1,UP02,PAUN,1,2
UP,20260220,20260220-4237,UP Express Pearson Airport,0,UP02,UNPA,1,2
UP,20260220,20260220-4236,UP Express Union Station,1,UP03,PAUN,1,2
UP,20260220,20260220-4235,UP Express Pearson Airport,0,UP03,UNPA,1,2
